,intercalation_Element_1,intercalation_Element_2,intercalation_Element_3,intercalation_Element_4,intercalation_Element_5,intercalation_Element_6,intercalation_Element_7,intercalation_ion
276,0.54667395,0.54667395,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
277,0.54667395,0.54667395,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
278,0.54667395,0.54667395,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
279,0.54667395,0.54667395,0.3941247,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
280,0.68533975,0.68533975,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
281,0.68533975,0.68533975,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
282,0.68533975,0.68533975,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
283,0.68533975,0.68533975,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
284,0.68533975,0.68533975,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
285,0.68533975,0.68533975,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
286,0.68533975,0.68533975,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
287,0.68533975,0.68533975,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
288,0.5926203,0.5926203,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
289,0.5926203,0.5926203,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
290,0.5926203,0.5926203,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
291,0.5926203,0.5926203,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
292,0.5926203,0.5926203,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
293,0.5926203,0.5926203,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
294,0.5926203,0.5926203,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
295,0.5926203,0.5926203,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
296,0.37432775,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
297,0.37432775,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
298,0.37432775,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
299,0.37432775,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
300,0.37432775,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
301,0.37432775,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
302,0.37432775,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
303,0.37432775,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
304,0.5304877,0.5304877,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
305,0.5304877,0.5304877,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
306,0.5304877,0.5304877,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
307,0.5304877,0.5304877,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
308,0.5304877,0.5304877,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
309,0.5304877,0.5304877,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
310,0.5304877,0.5304877,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
311,0.5304877,0.5304877,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
312,0.54667395,0.54667395,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
313,0.54667395,0.54667395,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
314,0.54667395,0.54667395,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
315,0.54667395,0.54667395,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
316,0.54667395,0.54667395,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
317,0.54667395,0.54667395,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
318,0.54667395,0.54667395,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
319,0.54667395,0.54667395,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
320,0.68533975,0.68533975,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
321,0.68533975,0.68533975,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
322,0.68533975,0.68533975,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
323,0.68533975,0.68533975,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
324,0.68533975,0.68533975,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
325,0.68533975,0.68533975,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
326,0.68533975,0.68533975,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
327,0.68533975,0.68533975,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
328,0.5926203,0.5926203,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
329,0.5926203,0.5926203,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
330,0.5926203,0.5926203,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
331,0.5926203,0.5926203,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
332,0.5926203,0.5926203,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
333,0.5926203,0.5926203,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
334,0.5926203,0.5926203,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
335,0.5926203,0.5926203,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
336,0.37432775,0.37432775,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
337,0.37432775,0.37432775,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
338,0.37432775,0.37432775,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
339,0.37432775,0.37432775,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
340,0.37432775,0.37432775,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
341,0.37432775,0.37432775,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
342,0.37432775,0.37432775,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
343,0.37432775,0.37432775,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
344,0.5304877,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
345,0.5304877,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
346,0.5304877,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
347,0.5304877,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
348,0.5304877,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
349,0.5304877,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
350,0.5304877,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
351,0.5304877,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
352,0.54667395,0.54667395,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
353,0.54667395,0.54667395,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
354,0.54667395,0.54667395,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
355,0.54667395,0.54667395,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
356,0.54667395,0.54667395,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
357,0.54667395,0.54667395,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
358,0.54667395,0.54667395,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
359,0.54667395,0.54667395,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
360,0.68533975,0.68533975,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
361,0.68533975,0.68533975,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
362,0.68533975,0.68533975,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
363,0.68533975,0.68533975,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
364,0.68533975,0.68533975,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
365,0.68533975,0.68533975,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
366,0.68533975,0.68533975,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
367,0.68533975,0.68533975,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
368,0.5926203,0.5926203,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
369,0.5926203,0.5926203,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
370,0.5926203,0.5926203,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
371,0.5926203,0.5926203,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
372,0.5926203,0.5926203,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
373,0.5926203,0.5926203,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
374,0.5926203,0.5926203,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
375,0.5926203,0.5926203,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
376,0.37432775,0.37432775,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
377,0.37432775,0.37432775,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
378,0.37432775,0.37432775,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
379,0.37432775,0.37432775,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
380,0.37432775,0.37432775,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
381,0.37432775,0.37432775,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
382,0.37432775,0.37432775,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
383,0.37432775,0.37432775,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
384,0.5304877,0.5304877,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
385,0.5304877,0.5304877,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
386,0.5304877,0.5304877,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
387,0.5304877,0.5304877,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
388,0.5304877,0.5304877,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
389,0.5304877,0.5304877,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
390,0.5304877,0.5304877,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
391,0.5304877,0.5304877,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
392,0.54667395,0.54667395,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
393,0.54667395,0.54667395,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
394,0.54667395,0.54667395,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
395,0.54667395,0.54667395,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
396,0.54667395,0.54667395,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
397,0.54667395,0.54667395,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
398,0.54667395,0.54667395,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
399,0.54667395,0.54667395,0.3941247,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
400,0.68533975,0.68533975,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
401,0.68533975,0.68533975,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
402,0.68533975,0.68533975,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
403,0.68533975,0.68533975,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
404,0.68533975,0.68533975,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
405,0.68533975,0.68533975,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
406,0.68533975,0.68533975,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
407,0.68533975,0.68533975,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
408,0.5926203,0.5926203,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
409,0.5926203,0.5926203,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
410,0.5926203,0.5926203,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
411,0.5926203,0.5926203,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
412,0.5926203,0.5926203,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
413,0.5926203,0.5926203,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
414,0.5926203,0.5926203,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
415,0.5926203,0.5926203,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
416,0.37432775,0.37432775,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
417,0.37432775,0.37432775,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
418,0.37432775,0.37432775,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
419,0.37432775,0.37432775,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
420,0.37432775,0.37432775,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
421,0.37432775,0.37432775,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
422,0.37432775,0.37432775,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
423,0.37432775,0.37432775,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
424,0.5304877,0.5304877,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
425,0.5304877,0.5304877,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
426,0.5304877,0.5304877,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
427,0.5304877,0.5304877,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
428,0.5304877,0.5304877,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
429,0.5304877,0.5304877,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
430,0.5304877,0.5304877,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
431,0.5304877,0.5304877,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
432,0.54667395,0.54667395,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
433,0.54667395,0.54667395,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
434,0.54667395,0.54667395,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
435,0.54667395,0.54667395,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
436,0.54667395,0.54667395,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
437,0.54667395,0.54667395,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
438,0.54667395,0.54667395,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
439,0.54667395,0.54667395,0.5977446,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
440,0.68533975,0.68533975,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
441,0.68533975,0.68533975,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
442,0.68533975,0.68533975,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
443,0.68533975,0.68533975,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
444,0.68533975,0.68533975,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
445,0.68533975,0.68533975,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
446,0.68533975,0.68533975,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
447,0.68533975,0.68533975,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
448,0.5926203,0.5926203,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
449,0.5926203,0.5926203,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
450,0.5926203,0.5926203,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
451,0.5926203,0.5926203,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
452,0.5926203,0.5926203,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
453,0.5926203,0.5926203,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
454,0.5926203,0.5926203,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
455,0.5926203,0.5926203,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
456,0.37432775,0.37432775,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
457,0.37432775,0.37432775,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
458,0.37432775,0.37432775,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
459,0.37432775,0.37432775,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
460,0.37432775,0.37432775,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
461,0.37432775,0.37432775,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
462,0.37432775,0.37432775,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
463,0.37432775,0.37432775,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
464,0.5304877,0.5304877,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
465,0.5304877,0.5304877,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
466,0.5304877,0.5304877,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
467,0.5304877,0.5304877,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
468,0.5304877,0.5304877,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
469,0.5304877,0.5304877,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
470,0.5304877,0.5304877,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
471,0.5304877,0.5304877,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
472,0.54667395,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
473,0.54667395,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
474,0.54667395,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
475,0.54667395,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
476,0.54667395,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
477,0.54667395,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
478,0.54667395,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
479,0.54667395,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
480,0.68533975,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639,0.68533975
481,0.68533975,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639,0.4386638
482,0.68533975,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639,0.37432775
483,0.68533975,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639,0.5926203
484,0.68533975,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639,0.31498703
485,0.68533975,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639,0.41992307
486,0.68533975,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639,0.5016584
487,0.68533975,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.24211639,0.24211639
488,0.5926203,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
489,0.5926203,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
490,0.5926203,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
491,0.5926203,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
492,0.5926203,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
493,0.5926203,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
494,0.5926203,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
495,0.5926203,0.37432775,0.3941247,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
496,0.37432775,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.68533975
497,0.37432775,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.4386638
498,0.37432775,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.37432775
499,0.37432775,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5926203
500,0.37432775,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.31498703
501,0.37432775,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.41992307
502,0.37432775,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.5016584
503,0.37432775,0.54667395,0.5977446,0.38898298,0.38898298,0.38898298,0.38898298,0.24211639
504,0.68533975,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
505,0.68533975,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
506,0.68533975,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
507,0.68533975,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
508,0.68533975,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
509,0.68533975,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
510,0.68533975,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
511,0.68533975,0.37432775,0.5977446,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
512,0.37432775,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.68533975
513,0.37432775,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.4386638
514,0.37432775,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.37432775
515,0.37432775,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5926203
516,0.37432775,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.31498703
517,0.37432775,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.41992307
518,0.37432775,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.5016584
519,0.37432775,0.5304877,0.34055263,0.50029844,0.50029844,0.50029844,0.50029844,0.24211639
520,0.5304877,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.68533975
521,0.5304877,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.4386638
522,0.5304877,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.37432775
523,0.5304877,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5926203
524,0.5304877,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.31498703
525,0.5304877,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.41992307
526,0.5304877,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.5016584
527,0.5304877,0.54667395,0.34055263,0.15702268,0.15702268,0.15702268,0.15702268,0.24211639
528,0.68533975,0.68533975,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.68533975
529,0.68533975,0.68533975,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.4386638
530,0.68533975,0.68533975,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.37432775
531,0.68533975,0.68533975,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.5926203
532,0.68533975,0.68533975,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.31498703
533,0.68533975,0.68533975,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.41992307
534,0.68533975,0.68533975,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.5016584
535,0.68533975,0.68533975,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.24211639
536,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.68533975
537,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.4386638
538,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.37432775
539,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.5926203
540,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.31498703
541,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.41992307
542,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.5016584
543,0.5926203,0.5926203,0.3941247,0.24211639,0.24211639,0.24211639,0.38898298,0.24211639
544,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.50029844,0.68533975
545,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.50029844,0.4386638
546,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.50029844,0.37432775
547,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.50029844,0.5926203
548,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.50029844,0.31498703
549,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.50029844,0.41992307
550,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.50029844,0.5016584
551,0.68533975,0.68533975,0.5977446,0.38898298,0.38898298,0.38898298,0.50029844,0.24211639
552,0.5926203,0.5926203,0.5977446,0.38898298,0.38898298,0.38898298,0.50029844,0.68533975
553,0.5926203,0.5926203,0.5977446,0.38898298,0.38898298,0.38898298,0.50029844,0.4386638
