A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstlonization,A2 Firstlonization,B Firstlonization,X1 Firstlonization,X2 Firstlonization,X3 Firstlonization,X4 Firstlonization,Ion Firstlonization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Ion Energy(ev),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,Adsorption energy(ev)
55,55,82,35,35,35,35,19,78,78,125,45,45,45,45,20,6,6,6,4,4,4,4,4,0.242,0.242,0.129,0.474,0.474,0.474,0.474,0.757,1.87,1.87,11.3,3.12,3.12,3.12,3.12,0.862,3.3,3.3,1.8,1.1,1.1,1.1,1.1,2.8,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,4.3407,132.905,132.905,207.2,79.904,79.904,79.904,79.904,39.098,301.7,301.7,600.75,266.05,266.05,266.05,266.05,336.5,-8842.112292,-9635.575,-790.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10960854
55,55,82,35,35,35,35,11,78,78,125,45,45,45,45,12,6,6,6,4,4,4,4,3,0.242,0.242,0.129,0.474,0.474,0.474,0.474,1.228,1.87,1.87,11.3,3.12,3.12,3.12,3.12,0.971,3.3,3.3,1.8,1.1,1.1,1.1,1.1,2.2,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,5.1391,132.905,132.905,207.2,79.904,79.904,79.904,79.904,22.99,301.7,301.7,600.75,266.05,266.05,266.05,266.05,371.15,-8842.112292,-10148.28132,-1304.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.988023562
55,55,82,35,35,35,35,13,78,78,125,45,45,45,45,14,6,6,6,4,4,4,4,3,0.242,0.242,0.129,0.474,0.474,0.474,0.474,0.897,1.87,1.87,11.3,3.12,3.12,3.12,3.12,2.7,3.3,3.3,1.8,1.1,1.1,1.1,1.1,1.8,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,5.9858,132.905,132.905,207.2,79.904,79.904,79.904,79.904,26.982,301.7,301.7,600.75,266.05,266.05,266.05,266.05,933.4,-8842.112292,-8948.974611,-107.1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267880575
55,55,82,35,35,35,35,20,78,78,125,45,45,45,45,20,6,6,6,4,4,4,4,4,0.242,0.242,0.129,0.474,0.474,0.474,0.474,0.647,1.87,1.87,11.3,3.12,3.12,3.12,3.12,1.54,3.3,3.3,1.8,1.1,1.1,1.1,1.1,2.2,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,6.1132,132.905,132.905,207.2,79.904,79.904,79.904,79.904,40.078,301.7,301.7,600.75,266.05,266.05,266.05,266.05,1112.15,-8842.112292,-9850.122982,-1002.3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.670890481
55,55,82,35,35,35,35,12,78,78,125,45,45,45,45,12,6,6,6,4,4,4,4,3,0.242,0.242,0.129,0.474,0.474,0.474,0.474,1.023,1.87,1.87,11.3,3.12,3.12,3.12,3.12,1.74,3.3,3.3,1.8,1.1,1.1,1.1,1.1,1.7,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,7.6462,132.905,132.905,207.2,79.904,79.904,79.904,79.904,24.305,301.7,301.7,600.75,266.05,266.05,266.05,266.05,923.15,-8842.112292,-10531.44647,-1688.2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.042678632
55,55,82,35,35,35,35,9,78,78,125,45,45,45,45,10,6,6,6,4,4,4,4,2,0.242,0.242,0.129,0.474,0.474,0.474,0.474,0.824,1.87,1.87,11.3,3.12,3.12,3.12,3.12,0.0017,3.3,3.3,1.8,1.1,1.1,1.1,1.1,0.57,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,17.4228,132.905,132.905,207.2,79.904,79.904,79.904,79.904,18.998,301.7,301.7,600.75,266.05,266.05,266.05,266.05,53.63,-8842.112292,-9502.192275,-656.7593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.320683492
3,3,32,53,53,53,53,3,4,4,41,74,74,74,74,4,2,2,4,5,5,5,5,2,3.582,3.582,0.32,0.214,0.214,0.214,0.214,3.582,0.534,0.534,5.32,4.93,4.93,4.93,4.93,0.534,2.1,2.1,1.5,1.3,1.3,1.3,1.3,2.1,5.3917,5.3917,7.8994,10.4513,10.4513,10.4513,10.4513,5.3917,6.941,6.941,72.64,126.904,126.904,126.904,126.904,6.941,453.85,453.85,1211.45,386.65,386.65,386.65,386.65,453.85,-6131.508999,-6334.453773,-200.0479,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.896874273
3,3,32,53,53,53,53,30,4,4,41,74,74,74,74,35,2,2,4,5,5,5,5,4,3.582,3.582,0.32,0.214,0.214,0.214,0.214,0.388,0.534,0.534,5.32,4.93,4.93,4.93,4.93,7.13,2.1,2.1,1.5,1.3,1.3,1.3,1.3,1.5,5.3917,5.3917,7.8994,10.4513,10.4513,10.4513,10.4513,9.3942,6.941,6.941,72.64,126.904,126.904,126.904,126.904,65.38,453.85,453.85,1211.45,386.65,386.65,386.65,386.65,692.88,-6131.508999,-8165.14679,-2035.5843,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.946509322
3,3,32,53,53,53,53,19,4,4,41,74,74,74,74,20,2,2,4,5,5,5,5,4,3.582,3.582,0.32,0.214,0.214,0.214,0.214,0.757,0.534,0.534,5.32,4.93,4.93,4.93,4.93,0.862,2.1,2.1,1.5,1.3,1.3,1.3,1.3,2.8,5.3917,5.3917,7.8994,10.4513,10.4513,10.4513,10.4513,4.3407,6.941,6.941,72.64,126.904,126.904,126.904,126.904,39.098,453.85,453.85,1211.45,386.65,386.65,386.65,386.65,336.5,-6131.508999,-6925.12544,-790.3531,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.263341069
3,3,32,53,53,53,53,11,4,4,41,74,74,74,74,12,2,2,4,5,5,5,5,3,3.582,3.582,0.32,0.214,0.214,0.214,0.214,1.228,0.534,0.534,5.32,4.93,4.93,4.93,4.93,0.971,2.1,2.1,1.5,1.3,1.3,1.3,1.3,2.2,5.3917,5.3917,7.8994,10.4513,10.4513,10.4513,10.4513,5.1391,6.941,6.941,72.64,126.904,126.904,126.904,126.904,22.99,453.85,453.85,1211.45,386.65,386.65,386.65,386.65,371.15,-6131.508999,-7438.209109,-1304.181,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.519109838
3,3,32,53,53,53,53,13,4,4,41,74,74,74,74,14,2,2,4,5,5,5,5,3,3.582,3.582,0.32,0.214,0.214,0.214,0.214,0.897,0.534,0.534,5.32,4.93,4.93,4.93,4.93,2.7,2.1,2.1,1.5,1.3,1.3,1.3,1.3,1.8,5.3917,5.3917,7.8994,10.4513,10.4513,10.4513,10.4513,5.9858,6.941,6.941,72.64,126.904,126.904,126.904,126.904,26.982,453.85,453.85,1211.45,386.65,386.65,386.65,386.65,933.4,-6131.508999,-6236.485713,-107.1302,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.153486384
3,3,32,53,53,53,53,20,4,4,41,74,74,74,74,20,2,2,4,5,5,5,5,4,3.582,3.582,0.32,0.214,0.214,0.214,0.214,0.647,0.534,0.534,5.32,4.93,4.93,4.93,4.93,1.54,2.1,2.1,1.5,1.3,1.3,1.3,1.3,2.2,5.3917,5.3917,7.8994,10.4513,10.4513,10.4513,10.4513,6.1132,6.941,6.941,72.64,126.904,126.904,126.904,126.904,40.078,453.85,453.85,1211.45,386.65,386.65,386.65,386.65,1112.15,-6131.508999,-7137.350856,-1002.3398,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5020574
3,3,32,53,53,53,53,12,4,4,41,74,74,74,74,12,2,2,4,5,5,5,5,3,3.582,3.582,0.32,0.214,0.214,0.214,0.214,1.023,0.534,0.534,5.32,4.93,4.93,4.93,4.93,1.74,2.1,2.1,1.5,1.3,1.3,1.3,1.3,1.7,5.3917,5.3917,7.8994,10.4513,10.4513,10.4513,10.4513,7.6462,6.941,6.941,72.64,126.904,126.904,126.904,126.904,24.305,453.85,453.85,1211.45,386.65,386.65,386.65,386.65,923.15,-6131.508999,-7820.112327,-1688.2915,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311828017
3,3,32,53,53,53,53,9,4,4,41,74,74,74,74,10,2,2,4,5,5,5,5,2,3.582,3.582,0.32,0.214,0.214,0.214,0.214,0.824,0.534,0.534,5.32,4.93,4.93,4.93,4.93,0.0017,2.1,2.1,1.5,1.3,1.3,1.3,1.3,0.57,5.3917,5.3917,7.8994,10.4513,10.4513,10.4513,10.4513,17.4228,6.941,6.941,72.64,126.904,126.904,126.904,126.904,18.998,453.85,453.85,1211.45,386.65,386.65,386.65,386.65,53.63,-6131.508999,-6794.942031,-656.7593,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.673732386
11,11,32,53,53,53,53,3,12,12,41,74,74,74,74,4,3,3,4,5,5,5,5,2,1.228,1.228,0.32,0.214,0.214,0.214,0.214,3.582,0.971,0.971,5.32,4.93,4.93,4.93,4.93,0.534,2.2,2.2,1.5,1.3,1.3,1.3,1.3,2.1,5.1391,5.1391,7.8994,10.4513,10.4513,10.4513,10.4513,5.3917,22.99,22.99,72.64,126.904,126.904,126.904,126.904,6.941,371.15,371.15,1211.45,386.65,386.65,386.65,386.65,453.85,-8337.023484,-8540.411113,-200.0479,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.339728773
11,11,32,53,53,53,53,30,12,12,41,74,74,74,74,35,3,3,4,5,5,5,5,4,1.228,1.228,0.32,0.214,0.214,0.214,0.214,0.388,0.971,0.971,5.32,4.93,4.93,4.93,4.93,7.13,2.2,2.2,1.5,1.3,1.3,1.3,1.3,1.5,5.1391,5.1391,7.8994,10.4513,10.4513,10.4513,10.4513,9.3942,22.99,22.99,72.64,126.904,126.904,126.904,126.904,65.38,371.15,371.15,1211.45,386.65,386.65,386.65,386.65,692.88,-8337.023484,-10371.32404,-2035.5843,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.283746535
11,11,32,53,53,53,53,19,12,12,41,74,74,74,74,20,3,3,4,5,5,5,5,4,1.228,1.228,0.32,0.214,0.214,0.214,0.214,0.757,0.971,0.971,5.32,4.93,4.93,4.93,4.93,0.862,2.2,2.2,1.5,1.3,1.3,1.3,1.3,2.8,5.1391,5.1391,7.8994,10.4513,10.4513,10.4513,10.4513,4.3407,22.99,22.99,72.64,126.904,126.904,126.904,126.904,39.098,371.15,371.15,1211.45,386.65,386.65,386.65,386.65,336.5,-8337.023484,-9130.288203,-790.3531,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.911618234
11,11,32,53,53,53,53,11,12,12,41,74,74,74,74,12,3,3,4,5,5,5,5,3,1.228,1.228,0.32,0.214,0.214,0.214,0.214,1.228,0.971,0.971,5.32,4.93,4.93,4.93,4.93,0.971,2.2,2.2,1.5,1.3,1.3,1.3,1.3,2.2,5.1391,5.1391,7.8994,10.4513,10.4513,10.4513,10.4513,5.1391,22.99,22.99,72.64,126.904,126.904,126.904,126.904,22.99,371.15,371.15,1211.45,386.65,386.65,386.65,386.65,371.15,-8337.023484,-9643.44873,-1304.181,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.244245986
11,11,32,53,53,53,53,13,12,12,41,74,74,74,74,14,3,3,4,5,5,5,5,3,1.228,1.228,0.32,0.214,0.214,0.214,0.214,0.897,0.971,0.971,5.32,4.93,4.93,4.93,4.93,2.7,2.2,2.2,1.5,1.3,1.3,1.3,1.3,1.8,5.1391,5.1391,7.8994,10.4513,10.4513,10.4513,10.4513,5.9858,22.99,22.99,72.64,126.904,126.904,126.904,126.904,26.982,371.15,371.15,1211.45,386.65,386.65,386.65,386.65,933.4,-8337.023484,-8442.845227,-107.1302,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308457481
11,11,32,53,53,53,53,20,12,12,41,74,74,74,74,20,3,3,4,5,5,5,5,4,1.228,1.228,0.32,0.214,0.214,0.214,0.214,0.647,0.971,0.971,5.32,4.93,4.93,4.93,4.93,1.54,2.2,2.2,1.5,1.3,1.3,1.3,1.3,2.2,5.1391,5.1391,7.8994,10.4513,10.4513,10.4513,10.4513,6.1132,22.99,22.99,72.64,126.904,126.904,126.904,126.904,40.078,371.15,371.15,1211.45,386.65,386.65,386.65,386.65,1112.15,-8337.023484,-9343.450666,-1002.3398,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.087381641
11,11,32,53,53,53,53,12,12,12,41,74,74,74,74,12,3,3,4,5,5,5,5,3,1.228,1.228,0.32,0.214,0.214,0.214,0.214,1.023,0.971,0.971,5.32,4.93,4.93,4.93,4.93,1.74,2.2,2.2,1.5,1.3,1.3,1.3,1.3,1.7,5.1391,5.1391,7.8994,10.4513,10.4513,10.4513,10.4513,7.6462,22.99,22.99,72.64,126.904,126.904,126.904,126.904,24.305,371.15,371.15,1211.45,386.65,386.65,386.65,386.65,923.15,-8337.023484,-10025.36037,-1688.2915,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045381935
11,11,32,53,53,53,53,9,12,12,41,74,74,74,74,10,3,3,4,5,5,5,5,2,1.228,1.228,0.32,0.214,0.214,0.214,0.214,0.824,0.971,0.971,5.32,4.93,4.93,4.93,4.93,0.0017,2.2,2.2,1.5,1.3,1.3,1.3,1.3,0.57,5.1391,5.1391,7.8994,10.4513,10.4513,10.4513,10.4513,17.4228,22.99,22.99,72.64,126.904,126.904,126.904,126.904,18.998,371.15,371.15,1211.45,386.65,386.65,386.65,386.65,53.63,-8337.023484,-8998.651401,-656.7593,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.868616741
19,19,32,53,53,53,53,3,20,20,41,74,74,74,74,4,4,4,4,5,5,5,5,2,0.757,0.757,0.32,0.214,0.214,0.214,0.214,3.582,0.862,0.862,5.32,4.93,4.93,4.93,4.93,0.534,2.8,2.8,1.5,1.3,1.3,1.3,1.3,2.1,4.3407,4.3407,7.8994,10.4513,10.4513,10.4513,10.4513,5.3917,39.098,39.098,72.64,126.904,126.904,126.904,126.904,6.941,336.5,336.5,1211.45,386.65,386.65,386.65,386.65,453.85,-7311.272416,-7514.890359,-200.0479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.570042727
19,19,32,53,53,53,53,30,20,20,41,74,74,74,74,35,4,4,4,5,5,5,5,4,0.757,0.757,0.32,0.214,0.214,0.214,0.214,0.388,0.862,0.862,5.32,4.93,4.93,4.93,4.93,7.13,2.8,2.8,1.5,1.3,1.3,1.3,1.3,1.5,4.3407,4.3407,7.8994,10.4513,10.4513,10.4513,10.4513,9.3942,39.098,39.098,72.64,126.904,126.904,126.904,126.904,65.38,336.5,336.5,1211.45,386.65,386.65,386.65,386.65,692.88,-7311.272416,-9346.241441,-2035.5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615274524
19,19,32,53,53,53,53,19,20,20,41,74,74,74,74,20,4,4,4,5,5,5,5,4,0.757,0.757,0.32,0.214,0.214,0.214,0.214,0.757,0.862,0.862,5.32,4.93,4.93,4.93,4.93,0.862,2.8,2.8,1.5,1.3,1.3,1.3,1.3,2.8,4.3407,4.3407,7.8994,10.4513,10.4513,10.4513,10.4513,4.3407,39.098,39.098,72.64,126.904,126.904,126.904,126.904,39.098,336.5,336.5,1211.45,386.65,386.65,386.65,386.65,336.5,-7311.272416,-8104.625941,-790.3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.000425173
19,19,32,53,53,53,53,11,20,20,41,74,74,74,74,12,4,4,4,5,5,5,5,3,0.757,0.757,0.32,0.214,0.214,0.214,0.214,1.228,0.862,0.862,5.32,4.93,4.93,4.93,4.93,0.971,2.8,2.8,1.5,1.3,1.3,1.3,1.3,2.2,4.3407,4.3407,7.8994,10.4513,10.4513,10.4513,10.4513,5.1391,39.098,39.098,72.64,126.904,126.904,126.904,126.904,22.99,336.5,336.5,1211.45,386.65,386.65,386.65,386.65,371.15,-7311.272416,-8617.622625,-1304.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.169208992
